1,-8.7567341,-4.725349164,0
2,-8.444957261,-5.617492729,0
3,-4.60492559,-0.18478973,1
4,-8.920120726,-5.395130145,0
5,-9.398975845,-5.524398419,0
6,-4.985123199,0.460460153,1
7,-4.25562687,-0.820767052,1
8,-9.688971158,-5.848424358,0
9,-4.35536338,0.499343155,1
10,-5.383277218,0.538343855,1
11,-4.878752853,0.47927616,1
12,-4.761173052,0.07316753,1
13,-4.78579797,0.126878722,1
14,-4.702619427,0.347665242,1
15,-9.006281785,-5.759861566,0
16,-9.349332607,-5.332895273,0
17,-4.861095892,-0.295863895,1
18,-9.229312529,-4.603503084,0
19,-8.650030808,-5.799689719,0
20,-5.013224179,0.78149643,1
21,-4.61544123,-0.531007588,1
22,-8.764461037,-6.342662981,0
23,-8.736993393,-4.611906025,0
24,-8.475561628,-4.999790193,0
25,-9.413683369,-5.858192927,0
26,-8.234306436,-5.754352408,0
27,-5.042816642,-0.179950141,1
28,-4.225716426,-0.621176613,1
29,-4.36766911,-0.590099192,1
30,-7.835795072,-5.859003602,0
31,-5.08635624,0.070424571,1
32,-9.309261653,-5.552655008,0
33,-10.00243393,-5.108535203,0
34,-9.26458251,-5.771112198,0
35,-5.094575184,-0.239495367,1
36,-8.961787567,-4.834474712,0
37,-4.526569576,0.370355213,1
38,-3.996850138,-0.187732015,1
39,-4.976971397,0.284410035,1
40,-4.434042512,0.691557148,1
41,-8.16459065,-5.548435497,0
42,-9.069309801,-5.600200035,0
43,-9.145071205,-5.35812729,0
44,-9.30035695,-5.793918404,0
45,-8.479187503,-5.503051915,0
46,-5.124306013,1.122787294,1
47,-9.677966282,-5.651911031,0
48,-8.394335059,-5.897736136,0
49,-4.972634314,-0.249048056,1
50,-4.682045405,-0.559963303,1
51,-4.84685676,-0.224605187,1
52,-4.217796913,0.383570637,1
53,-5.085126185,1.507356068,1
54,-5.043871443,-0.228083172,1
55,-9.250443444,-5.181637867,0
56,-4.622477364,-0.299152835,1
57,-8.398844831,-5.111464286,0
58,-9.551622761,-6.209828007,0
59,-9.751616253,-5.720588346,0
60,-3.771684966,0.314344791,1
61,-4.019719436,0.627314691,1
62,-5.403626816,-0.089936779,1
63,-4.983521012,0.103462323,1
64,-4.334579324,0.799909065,1
65,-9.216372759,-5.219664941,0
66,-5.120770539,0.160431773,1
67,-4.93701648,1.100916184,1
68,-9.201587187,-4.866996214,0
69,-9.443797819,-5.21117658,0
70,-3.551412642,0.093500366,1
71,-4.389395796,0.124607283,1
72,-8.5733386,-5.863395222,0
73,-9.17789936,-5.417318445,0
74,-9.902119178,-5.729010604,0
75,-4.055745819,0.010066434,1
76,-4.678074346,0.223096277,1
77,-5.11530214,-0.11694386,1
78,-5.273375713,0.332746681,1
79,-5.529400837,0.627552534,1
80,-4.506663747,1.290713218,1
81,-4.412386821,0.545218075,1
82,-8.131924159,-4.788852681,0
83,-4.447991398,-0.261069736,1
84,-4.593922806,0.236354741,1
85,-4.284732289,-0.309465633,1
86,-3.994685965,-0.100528643,1
87,-8.801488691,-5.079547121,0
88,-9.297306791,-5.366037398,0
89,-3.494286895,-0.096259744,1
90,-4.945705363,0.054715054,1
91,-8.564721469,-5.374328817,0
92,-4.507420138,0.366673994,1
93,-4.368319146,-0.211712816,1
94,-9.162489729,-6.611769821,0
95,-5.330345332,0.240128399,1
96,-4.231980139,-0.278800315,1
97,-4.386275171,0.467422069,1
98,-4.602172944,-0.383644175,1
99,-8.563675704,-6.75667302,0
100,-4.737152002,0.19066412,1
